"","Nombre","Marca","Precio","Supermercado","Hora","unidad","precio_unidad","Categoria","Subcategoria","Estado"
"150","Lavavajillas mano ifa sabe 1,3l","IFA SABE",1.1,"Supermercados Mas",11969,"LITRO",0.85,"Lavavajillas a mano","Lavavajillas mano ifa sabe 1,3l","Añadir"
"151","Pasta mickey gallo 300gr","GALLO",1.69,"Supermercados Mas",11970,"KILO",5.63,"Macarrones y pasta corta","Pasta mickey gallo 300gr","Añadir"
"152","Chocolate triple chocolate milka 90g","MILKA",1.65,"Supermercados Mas",11971,"KILO",18.33,"Chocolate con leche","Chocolate triple chocolate milka 90g","Añadir"
"153","Crunchy de pollo fripozo bolsa 300gr","FRIPOZO",2.25,"Supermercados Mas",11973,"KILO",7.5,"De carnes y aves","Crunchy de pollo fripozo bolsa 300gr","Añadir"
"154","Preservativo natural confort durex 12ud","DUREX",7,"Supermercados Mas",11974,"UNIDAD",0.58,"Preservativos","Preservativo natural confort durex 12ud","Añadir"
"155","Limpiador wc agerul aire fresco de montaña pack ahorro de 2 udes. x50gr","AGERUL",1.89,"Supermercados Mas",11975,"UNIDAD",0.94,"Para baño y antical","Limpiador wc agerul aire fresco de montaña pack ahorro de 2 udes. x50gr","Añadir"
"156","Quitaesmalte para uñas ifa 200ml","IFA UNNIA",1.15,"Supermercados Mas",11976,"100ml",0.58,"Para las uñas","Quitaesmalte para uñas ifa 200ml","Añadir"
"157","Cacahuete con cascara tostado con sal ifa eliges 250g","IFA ELIGES",1,"Supermercados Mas",11977,"KILO",4,"Cacahuetes","Cacahuete con cascara tostado con sal ifa eliges 250g","Añadir"
"158","Lavavajillas pastillas clasicas ifa sabe estuche 50uds","IFA SABE",3.89,"Supermercados Mas",11978,"LAVADO",0.08,"Lavavajillas a máquina monodosis","Lavavajillas pastillas clasicas ifa sabe estuche 50uds","Añadir"
"159","Champu repair care kado pro 400ml","KADO",2.75,"Supermercados Mas",11979,"LITRO",6.88,"Champú","Champu repair care kado pro 400ml","Añadir"
"160","Gel de baño familiar ifa unnia 1 l","IFA UNNIA",1,"Supermercados Mas",11980,"100ml",0.1,"Gel de baño y ducha","Gel de baño familiar ifa unnia 1 l","Añadir"
"161","Espuma de afeitar ifa unnia pieles sensibles 250ml","IFA UNNIA",1.29,"Supermercados Mas",11981,"100ml",0.52,"Espumas, geles y cremas de afeitar","Espuma de afeitar ifa unnia pieles sensibles 250ml","Añadir"
"162","Helado double gold caramel magnum p3x110ml","MAGNUM",4.75,"Supermercados Mas",11982,"LITRO",17.99,"Bombones","Helado double gold caramel magnum p3x110ml","Añadir"
"163","Cava brut rose juve camps bot 75cl","JUVE CAMPS",12.95,"Supermercados Mas",11984,"LITRO",17.27,"Cava","Cava brut rose juve camps bot 75cl","Añadir"
"164","Servilleta collection scottex 2cx50unds","SCOTTEX",1.99,"Supermercados Mas",11985,"UNIDAD",0.04,"Papel de cocina y servilletas","Servilleta collection scottex 2cx50unds","Añadir"
"165","Suavizante concentrado talco ifa sabe 80 dosis 2l","IFA SABE",1.85,"Supermercados Mas",11986,"LAVADO",0.02,"Suavizantes concentrados","Suavizante concentrado talco ifa sabe 80 dosis 2l","Añadir"
"166","Champu matizante violeta elvive 200ml","ELVIVE",4.49,"Supermercados Mas",11987,"100ml",2.24,"Champú","Champu matizante violeta elvive 200ml","Añadir"
"167","Cepillo dental basico duro ifa unnia 3ud","IFA UNNIA",1,"Supermercados Mas",11988,"UNIDAD",0.33,"Cepillos de dientes","Cepillo dental basico duro ifa unnia 3ud","Añadir"
"168","Chocolate negro almendras nestle dark 270 gr","NESTLE DARK",3.79,"Supermercados Mas",11990,"KILO",14.04,"Chocolate con frutos secos","Chocolate negro almendras nestle dark 270 gr","Añadir"
"169","Vino rioja tinto campo viejo 75cl","CAMPO VIEJO",3.99,"Supermercados Mas",11991,"LITRO",5.32,"D.O. Rioja","Vino rioja tinto campo viejo 75cl","Añadir"
"170","Insecticida electrico ifa sabe aparato + recambio 33ml","IFA SABE",3.1,"Supermercados Mas",11992,"UNIDAD",3.1,"Para insectos voladores","Insecticida electrico ifa sabe aparato + recambio 33ml","Añadir"
"171","Limpiametales aladin sidol 75 gr","SIDOL",3.8,"Supermercados Mas",11993,"KILO",50.67,"Para metales","Limpiametales aladin sidol 75 gr","Añadir"
"172","Infusion delgaxan fibra pompadour 20 sobres","POMPADOUR",2.79,"Supermercados Mas",11994,"UNIDAD",0.14,"Otras infusiones","Infusion delgaxan fibra pompadour 20 sobres","Añadir"
"173","Gula del norte cazuela angulas angulagas p2x100g","ANGULAS ANGULAGAS",5.95,"Supermercados Mas",11995,"KILO",29.75,"Palitos de cangrejo, surimi y gulas","Gula del norte cazuela angulas angulagas p2x100g","Añadir"
"174","Vino ruedo verdejo mayor de castilla bot 75cl","MAYOR DE CASTILLA",2.99,"Supermercados Mas",11996,"LITRO",3.99,"D.O. Rueda","Vino ruedo verdejo mayor de castilla bot 75cl","Añadir"
"175","Lejia frescor verde neutrex 1,90l","NEUTREX",2.79,"Supermercados Mas",11997,"LITRO",1.47,"Lejías para la ropa","Lejia frescor verde neutrex 1,90l","Añadir"
"176","Suavizante concentrado cielo azul vernel 70ds","VERNEL",3.59,"Supermercados Mas",11999,"LAVADO",0.05,"Suavizantes concentrados","Suavizante concentrado cielo azul vernel 70ds","Añadir"
"177","Detergente ariel all in one pods sensaciones 19ds","ARIEL",8.45,"Supermercados Mas",12000,"LAVADO",0.44,"Detergentes monodosis","Detergente ariel all in one pods sensaciones 19ds","Añadir"
"178","Peine para mechas fussy","FUSSY",1.29,"Supermercados Mas",12001,"UNIDAD",1.29,"Cepillos y peines","Peine para mechas fussy","Añadir"
"179","Pilas super alcalina ifa sabe lr20","IFA SABE",1.99,"Supermercados Mas",12003,"UNIDAD",1,"Pilas","Pilas super alcalina ifa sabe lr20","Añadir"
"180","Desodorante aqua bergamota axe spray 150ml","AXE",3.99,"Supermercados Mas",12004,"100ml",2.66,"En aerosol","Desodorante aqua bergamota axe spray 150ml","Añadir"
"181","Mascarilla fructis hair food banana garnier 390 ml","FRUCTIS",6.99,"Supermercados Mas",12005,"100ml",1.79,"Acondicionadores y mascarillas","Mascarilla fructis hair food banana garnier 390 ml","Añadir"
"182","Pasta dentífrica triple action menta original 2 tubos colgate de 75 ml","COLGATE",2.59,"Supermercados Mas",12006,"100ml",1.73,"Dentífricos","Pasta dentífrica triple action menta original 2 tubos colgate de 75 ml","Añadir"
"183","Crema de setas del bosque knorr 500ml","KNORR",2.29,"Supermercados Mas",12007,"LITRO",4.58,"Caldos líquidos","Crema de setas del bosque knorr 500ml","Añadir"
"184","Ensalada rusa atun calvo ro 150g ne","CALVO",1.45,"Supermercados Mas",12008,"KILO",9.67,"Atún y bonito","Ensalada rusa atun calvo ro 150g ne","Añadir"
"185","Barrita fruto seco blueberry nakd p4x 35gr","NAKD",2.69,"Supermercados Mas",12009,"KILO",19.21,"Barritas de cereales","Barrita fruto seco blueberry nakd p4x 35gr","Añadir"
"186","Helado cono nata fresa ifa eliges p6x120ml","IFA ELIGES",2.2,"Supermercados Mas",12011,"LITRO",3.06,"Conos","Helado cono nata fresa ifa eliges p6x120ml","Añadir"
"187","Barquillo zero vainilla sin azucar gullon 180g","GULLON",1.49,"Supermercados Mas",12012,"KILO",8.28,"Barquillos","Barquillo zero vainilla sin azucar gullon 180g","Añadir"
"188","Galletas pastas artesanas ifa eliges 500g","IFA ELIGES",2.3,"Supermercados Mas",12013,"KILO",4.6,"Galletas","Galletas pastas artesanas ifa eliges 500g","Añadir"
"189","Calamar americana ifa eliges ro85 p3x52g ne","IFA ELIGES",1.85,"Supermercados Mas",12015,"KILO",11.21,"Calamares, chipirones y pulpo","Calamar americana ifa eliges ro85 p3x52g ne","Añadir"
"190","Salsa verde goya 500gr","GOYA",3.09,"Supermercados Mas",12016,"KILO",6.18,"Otras salsas","Salsa verde goya 500gr","Añadir"
"191","Almejas concha fina ubago 90gr 55gne","UBAGO",2.59,"Supermercados Mas",12018,"KILO",47.09,"Berberechos y almejas","Almejas concha fina ubago 90gr 55gne","Añadir"
"192","Vinagre manzana eco ifa eliges 0,5l","IFA ELIGES",1.99,"Supermercados Mas",12019,"LITRO",3.98,"Vinagre de manzana y sidra","Vinagre manzana eco ifa eliges 0,5l","Añadir"
"193","Yogur macedonia danone p-4x120g","DANONE",1,"Supermercados Mas",12020,"KILO",2.08,"Con sabores y frutas","Yogur macedonia danone p-4x120g","Añadir"
"194","Bebida energ red bull lata p-4 25cl","RED BULL",4.59,"Supermercados Mas",12021,"LITRO",4.59,"Isotónicas y energéticas","Bebida energ red bull lata p-4 25cl","Añadir"
"195","Detergente liquido sensaciones ariel 24ds","ARIEL",7.99,"Supermercados Mas",12023,"LAVADO",0.33,"Detergentes en líquido y gel","Detergente liquido sensaciones ariel 24ds","Añadir"
"196","Tenedor jolly acero gimi","GIMI",17.45,"Supermercados Mas",12024,"UNIDAD",17.45,"Otros artículos para el hogar","Tenedor jolly acero gimi","Añadir"
"197","Sal fina ifa eliges 1k","IFA ELIGES",0.3,"Supermercados Mas",12025,"KILO",0.3,"Sal","Sal fina ifa eliges 1k","Añadir"
"198","Estropajo inoxidable ifa sabe 1 ud","IFA SABE",0.49,"Supermercados Mas",12026,"UNIDAD",0.24,"Estropajos","Estropajo inoxidable ifa sabe 1 ud","Añadir"
"199","Compresa alas noche liberty evax 9ud","EVAX",3.49,"Supermercados Mas",12027,"UNIDAD",0.39,"Compresas","Compresa alas noche liberty evax 9ud","Añadir"
"200","Pate tapa negra la piara 115g","LA PIARA",1.49,"Supermercados Mas",12028,"KILO",12.96,"Paté","Pate tapa negra la piara 115g","Añadir"
"201","Cerveza maestra mahou lata 33cl","MAHOU",0.85,"Supermercados Mas",12029,"LITRO",2.58,"Rubias","Cerveza maestra mahou lata 33cl","Añadir"
"202","Cerveza molen bier lata 33cl","MOLEN BIER",0.31,"Supermercados Mas",12030,"LITRO",0.94,"Rubias","Cerveza molen bier lata 33cl","Añadir"
"203","Regaliz cinta fresa ifa eliges 300g","IFA ELIGES",1.9,"Supermercados Mas",12031,"KILO",6.33,"Golosinas","Regaliz cinta fresa ifa eliges 300g","Añadir"
"204","Sirope agave ecologico ifa eliges 350gr","IFA ELIGES",2.6,"Supermercados Mas",12033,"KILO",7.43,"Edulcorantes y otros","Sirope agave ecologico ifa eliges 350gr","Añadir"
"205","Papilla fruta avena baby cuac pouch 120g","BABY CUAC",0.9,"Supermercados Mas",12034,"KILO",7.5,"Zumos y bolsitas","Papilla fruta avena baby cuac pouch 120g","Añadir"
"206","Eau de parfum caravan n11","CARAVAN",12.36,"Supermercados Mas",12035,"100ml",8.24,"Masculinas","Eau de parfum caravan n11","Añadir"
"207","Pate crema jamon york iberitos 250g","IBERITOS",2.6,"Supermercados Mas",12036,"KILO",10.4,"Paté","Pate crema jamon york iberitos 250g","Añadir"
"208","Tomate frito helios frasco 570g","HELIOS",1.99,"Supermercados Mas",12037,"KILO",3.49,"Tomate Frito","Tomate frito helios frasco 570g","Añadir"
"209","Cerveza premium alhambra lata 50cl","ALHAMBRA",1.08,"Supermercados Mas",12038,"LITRO",2.16,"Rubias","Cerveza premium alhambra lata 50cl","Añadir"
"210","Marshmallow ifa eliges 150gr","IFA ELIGES",1,"Supermercados Mas",12039,"KILO",6.67,"Golosinas","Marshmallow ifa eliges 150gr","Añadir"
"211","Compresa extraplana ausonia 12uds","AUSONIA",1.99,"Supermercados Mas",12041,"UNIDAD",0.17,"Otros tratamientos corporales","Compresa extraplana ausonia 12uds","Añadir"
"212","Limpiacristales ifa sabe pistola 1 l","IFA SABE",1,"Supermercados Mas",12042,"LITRO",1,"Multiusos y cristales","Limpiacristales ifa sabe pistola 1 l","Añadir"
"213","Comida perro active buey pato one p4x 85gr","ONE",2.75,"Supermercados Mas",12043,"KILO",8.09,"Alimentación húmeda","Comida perro active buey pato one p4x 85gr","Añadir"
"214","Alcachofa cuart ifa eliges lt 240g ne","IFA ELIGES",1.85,"Supermercados Mas",12044,"KILO",7.71,"Espárragos y alcachofas","Alcachofa cuart ifa eliges lt 240g ne","Añadir"
"215","Yogur liquido mango yopro 300gr","YOPRO",2.09,"Supermercados Mas",12046,"KILO",6.97,"Con bífidus","Yogur liquido mango yopro 300gr","Añadir"
"216","Maiz gigante ifa eliges 150g","IFA ELIGES",1.39,"Supermercados Mas",12048,"KILO",9.27,"Maíz tostado","Maiz gigante ifa eliges 150g","Añadir"
"217","Margarina con sal tulipan 400gr","TULIPAN",2.85,"Supermercados Mas",12050,"KILO",7.12,"Mantequilla y margarina","Margarina con sal tulipan 400gr","Añadir"
"218","Estropajo fibra verde xxl spontex","SPONTEX",2.29,"Supermercados Mas",12051,"UNIDAD",0.76,"Estropajos","Estropajo fibra verde xxl spontex","Añadir"
"219","Guindillas colocadas rioverde tarro 120g","RIOVERDE",1.59,"Supermercados Mas",12052,"KILO",13.25,"Pepinillos y otros encurtidos","Guindillas colocadas rioverde tarro 120g","Añadir"
"220","Anchoa aceite vegetal ifa eliges rr-43 23gne","IFA ELIGES",NA,"Supermercados Mas",12055,"KILO",43.04,"Anchoas","Anchoa aceite vegetal ifa eliges rr-43 23gne",NA
"221","Pasta macarron al huevo ifa eliges 500g","IFA ELIGES",1.35,"Supermercados Mas",12056,"KILO",2.7,"Otras pastas y especialidades","Pasta macarron al huevo ifa eliges 500g","Añadir"
"222","Desodorantes pies aloe vera babaria spray 150ml","BABARIA",2.95,"Supermercados Mas",12057,"100ml",1.97,"Para pies","Desodorantes pies aloe vera babaria spray 150ml","Añadir"
"223","Cafe grano natural saimaza 500gr","SAIMAZA",7.39,"Supermercados Mas",12058,"KILO",14.78,"Café grano","Cafe grano natural saimaza 500gr","Añadir"
"224","Bebida de avena eco ifa eliges 1l","IFA ELIGES",1.4,"Supermercados Mas",12059,"LITRO",1.4,"De avena","Bebida de avena eco ifa eliges 1l","Añadir"
"225","Vino do toro tinto viña bajoz 75cl","VIÑA BAJOZ",3.79,"Supermercados Mas",12061,"LITRO",5.05,"D.O. Toro","Vino do toro tinto viña bajoz 75cl","Añadir"
"226","Vino tinto crianza d.o. rioja faustino rivero 75 cl","FAUSTINO RIVERO",4.49,"Supermercados Mas",12062,"LITRO",5.99,"D.O. Rioja","Vino tinto crianza d.o. rioja faustino rivero 75 cl","Añadir"
"227","Tarrito zanahoria arroz hero 235g","HERO",1.7,"Supermercados Mas",12063,"KILO",7.23,"Potitos de verduras y legumbres","Tarrito zanahoria arroz hero 235g","Añadir"
"228","Chocolate a la taza especial valor 300g","VALOR",3.2,"Supermercados Mas",12064,"KILO",10.67,"Chocolate a la taza","Chocolate a la taza especial valor 300g","Añadir"
"229","Cepillo dental infantil suave ifa unnia 1ud","IFA UNNIA",0.9,"Supermercados Mas",12066,"UNIDAD",0.9,"Cepillos de dientes","Cepillo dental infantil suave ifa unnia 1ud","Añadir"
"230","Pasta fideo mediano ifa eliges 500g","IFA ELIGES",0.82,"Supermercados Mas",12067,"KILO",1.64,"Fideos y pastas para sopa","Pasta fideo mediano ifa eliges 500g","Añadir"
"231","Alubia larga celofan luengo 1k","LUENGO",2.89,"Supermercados Mas",12068,"KILO",2.89,"Alubias","Alubia larga celofan luengo 1k","Añadir"
"232","Goma de pelo fussy grande infantil","FUSSY",1.99,"Supermercados Mas",12069,"UNIDAD",1.99,"Accesorios para el pelo","Goma de pelo fussy grande infantil","Añadir"
"233","Compresa alas noche ultra unnia 10ud","IFA UNNIA",1.37,"Supermercados Mas",12070,"UNIDAD",0.14,"Compresas","Compresa alas noche ultra unnia 10ud","Añadir"
"234","Miel dosificador ifa eliges 500g","IFA ELIGES",3.2,"Supermercados Mas",12072,"KILO",6.4,"Miel","Miel dosificador ifa eliges 500g","Añadir"
"235","Tinto de verano clasico ifa eliges pet 1,5l","IFA ELIGES",1.2,"Supermercados Mas",12073,"LITRO",0.8,"Sangrías y tintos de verano","Tinto de verano clasico ifa eliges pet 1,5l","Añadir"
"236","Salsa guacamole ifa eliges 300gr","IFA ELIGES",1.99,"Supermercados Mas",12074,"KILO",6.63,"Para dipear","Salsa guacamole ifa eliges 300gr","Añadir"
"237","Chicles sin azucar hierbabuena trident 30grageas","TRIDENT",1.39,"Supermercados Mas",12076,"UNIDAD",0.05,"Chicles","Chicles sin azucar hierbabuena trident 30grageas","Añadir"
"238","Cafe con leche ifa eliges comp d.g 16caps","IFA ELIGES",3.1,"Supermercados Mas",12077,"UNIDAD",0.19,"Cápsulas y monodosis","Cafe con leche ifa eliges comp d.g 16caps","Añadir"
"239","Comida gato control urinario ultima 750g","ULTIMA",5.25,"Supermercados Mas",12080,"KILO",7,"Alimentación seca","Comida gato control urinario ultima 750g","Añadir"
"240","Comida perro mini junior ultima 800g","ULTIMA",4.95,"Supermercados Mas",12081,"KILO",6.19,"Alimentación seca","Comida perro mini junior ultima 800g","Añadir"
"241","Arroz especial paellas sos 1k","SOS",2.75,"Supermercados Mas",12082,"KILO",2.75,"Redondo","Arroz especial paellas sos 1k","Añadir"
"242","Azucar glass carmencita 57g","CARMENCITA",2.05,"Supermercados Mas",12107,"KILO",35.96,"Adornos, aromas y coberturas","Azucar glass carmencita 57g","Añadir"
"243","Cepillo barrer antichoques vileda 1ud","VILEDA",4.99,"Supermercados Mas",12108,"UNIDAD",4.99,"Cepillos y mopas","Cepillo barrer antichoques vileda 1ud","Añadir"
"244","Zumo de melocoton-uva ifa eliges brik 1l","IFA ELIGES",1,"Supermercados Mas",12110,"LITRO",1,"De melocotón","Zumo de melocoton-uva ifa eliges brik 1l","Añadir"
"245","Ginebra distilled black elephant 70cl","BLACK ELEPHANT",6.25,"Supermercados Mas",12112,"LITRO",8.93,"Ginebra","Ginebra distilled black elephant 70cl","Añadir"
"246","Crema cacahuete capitan mani 340gr","CAPITAN MANI",3.39,"Supermercados Mas",12113,"KILO",9.97,"Cremas de untar","Crema cacahuete capitan mani 340gr","Añadir"
"247","Desodorante spray natur protect piel normal sanex 200 ml","SANEX",3.39,"Supermercados Mas",12114,"100ml",1.7,"En aerosol","Desodorante spray natur protect piel normal sanex 200 ml","Añadir"
"248","Limpiador vitrocerámica induclen spray 250 ml","INDUCLEN",4.55,"Supermercados Mas",12115,"LITRO",18.2,"Para cocina y horno","Limpiador vitrocerámica induclen spray 250 ml","Añadir"
"249","Cafe muy intenso ifa 20 caps intensidad 11","IFA ELIGES",3.5,"Supermercados Mas",12116,"UNIDAD",0.18,"Cápsulas y monodosis","Cafe muy intenso ifa 20 caps intensidad 11","Añadir"
"250","Refresco limon schweppes pet 1l","SCHWEPPES",1.9,"Supermercados Mas",12118,"LITRO",1.9,"Tónica, bitter y otros sabores","Refresco limon schweppes pet 1l","Añadir"
"251","Agua de colonia fresca de baño alvarez gomez 750ml","A.GOMEZ",6.99,"Supermercados Mas",12119,"100ml",0.93,"Familiares e infantiles","Agua de colonia fresca de baño alvarez gomez 750ml","Añadir"
"252","Mascarilla elvive s.o.s. elvive dream long l'oréal paris 310 ml","ELVIVE",3.99,"Supermercados Mas",12120,"100ml",1.29,"Acondicionadores y mascarillas","Mascarilla elvive s.o.s. elvive dream long l'oréal paris 310 ml","Añadir"
"253","Tonica ifa eliges pet 1,5l","IFA ELIGES",0.9,"Supermercados Mas",12121,"LITRO",0.6,"Tónica, bitter y otros sabores","Tonica ifa eliges pet 1,5l","Añadir"
"254","Locion arnaica piernas cansadas instituo español 500ml","INSTITUTO ESPAÑOL",3.29,"Supermercados Mas",12122,"100ml",0.66,"Cremas corporales","Locion arnaica piernas cansadas instituo español 500ml","Añadir"
"255","Harina para rebozar yolanda 500g","YOLANDA",1.85,"Supermercados Mas",12124,"KILO",3.7,"Para cocina","Harina para rebozar yolanda 500g","Añadir"
"256","Yogur limon vitalinea p-4x120g","VITALINEA",1.99,"Supermercados Mas",12125,"KILO",4.15,"Con sabores y frutas","Yogur limon vitalinea p-4x120g","Añadir"
"257","Sal marina en escamas ifa eliges 125gr","IFA ELIGES",1.95,"Supermercados Mas",12126,"KILO",15.6,"Sal","Sal marina en escamas ifa eliges 125gr","Añadir"
"258","Ambientador aut lirio luna air wick rec 250ml","AIR WICK",5.99,"Supermercados Mas",12127,"LITRO",23.96,"Continuos y decorativos","Ambientador aut lirio luna air wick rec 250ml","Añadir"
"259","Ginebra rtd bombay saphire lata 25cl","BOMBAY SAPHIRE",3.1,"Supermercados Mas",12128,"LITRO",12.4,"Vodka","Ginebra rtd bombay saphire lata 25cl","Añadir"
"260","Tarrito jamon guisantes hero 235g","HERO",1.7,"Supermercados Mas",12130,"KILO",7.23,"Potitos de carne","Tarrito jamon guisantes hero 235g","Añadir"
"261","Zumo naranja 100% exprimido ifa eliges 1l","IFA ELIGES",1.75,"Supermercados Mas",12131,"LITRO",1.75,"De naranja","Zumo naranja 100% exprimido ifa eliges 1l","Añadir"
